Source,Target,Type,Weight
Dickens,Swain,Undirected,5
Angel,Medrano,Undirected,70
Camp,Covington,Undirected,15
Morin,Grimm,Undirected,83
Gunn,Nicholas,Undirected,11
Thorne,Prater,Undirected,83
Spangler,Leslie,Undirected,17
Tipton,Smallwood,Undirected,5
Goldstein,Gagnon,Undirected,83
Sheridan,Gallo,Undirected,17
Villalobos,Bryson,Undirected,8
Diamond,Grady,Undirected,25
Bravo,Story,Undirected,5
Branch,Gold,Undirected,6
Levine,Kilgore,Undirected,18
Levin,Burks,Undirected,7
Hadley,Crabtree,Undirected,91
Shipley,Jung,Undirected,59
Beyer,Hager,Undirected,8
Prado,Noel,Undirected,38
Kidd,Hargrove,Undirected,139
Roland,Mchugh,Undirected,19
Goodrich,Alfaro,Undirected,9
Snell,Gipson,Undirected,33
Renteria,Holliday,Undirected,41
Tracy,Fontenot,Undirected,12
Stapleton,Bateman,Undirected,5
Amos,Britton,Undirected,9
Cheng,Richard,Undirected,20
Kern,Varner,Undirected,30
Dickinson,Bui,Undirected,20
Courtney,Kidd,Undirected,5
Fraser,Sierra,Undirected,42
Bragg,Reece,Undirected,22
Cooley,Downing,Undirected,7
Cates,Beyer,Undirected,46
Felix,Peralta,Undirected,24
Huff,Carver,Undirected,6
Dobbs,Bauer,Undirected,17
Hutton,Metzger,Undirected,18
Mccauley,Burt,Undirected,14
Varner,Jacob,Undirected,35
Bloom,Hagen,Undirected,8
Donnelly,Louis,Undirected,11
Lujan,Farris,Undirected,6
Saenz,Ricks,Undirected,20
Dunham,Gay,Undirected,8
Ferris,Whaley,Undirected,57
Leal,Thurman,Undirected,54
Kenney,Amaya,Undirected,29
Hess,Cheng,Undirected,70
Biggs,Reece,Undirected,12
Hoskins,Goldberg,Undirected,6
Horner,Godfrey,Undirected,17
Meeks,Cano,Undirected,9
Cummins,Metzger,Undirected,35
Hagan,Schafer,Undirected,14
Steiner,Burt,Undirected,9
Bolton,Camp,Undirected,36
Barnhart,Bateman,Undirected,27
Hinojosa,Hendrickson,Undirected,31
Varela,Spangler,Undirected,18
Sheridan,Prater,Undirected,11
Gagnon,Pritchard,Undirected,6
Mcdowell,Vigil,Undirected,57
Billings,Heller,Undirected,33
Whalen,Reece,Undirected,5
Guillen,Rowland,Undirected,7
Barnhart,Peacock,Undirected,10
Denny,Goldberg,Undirected,18
Woody,Mcgrath,Undirected,13
Morin,Toney,Undirected,5
Bateman,Dewitt,Undirected,26
Spence,Brand,Undirected,37
Ng,Gabriel,Undirected,33
Petty,Carrasco,Undirected,35
Rivera,Washburn,Undirected,9
Staley,Caballero,Undirected,44
Beaver,Andersen,Undirected,12
Spicer,Farris,Undirected,16
Elder,Hutton,Undirected,27
Belcher,Alfaro,Undirected,19
Forrest,Hickey,Undirected,33
Padgett,Norton,Undirected,58
Godwin,Doherty,Undirected,12
Dotson,Riggs,Undirected,28
Roche,Spaulding,Undirected,7
Polk,Villegas,Undirected,31
Bonner,Carlisle,Undirected,12
Stapleton,Ferris,Undirected,28
Neely,Hooper,Undirected,6
Quezada,Becerra,Undirected,5
Metcalf,Bassett,Undirected,103
Segura,Mccollum,Undirected,32
Bustamante,Paredes,Undirected,10
Crum,Grace,Undirected,19
Tyson,Biggs,Undirected,11
Richard,Hyatt,Undirected,11
Flanagan,Darby,Undirected,5
Truong,Gagnon,Undirected,19
Tripp,North,Undirected,12
Haney,Alfaro,Undirected,12
Kilgore,Yanez,Undirected,12
Sheldon,Epps,Undirected,24
Dewitt,Gallo,Undirected,35
Gagnon,Flanagan,Undirected,13
Swartz,Milligan,Undirected,7
Tolbert,Winn,Undirected,23
Payton,Nava,Undirected,22
Tompkins,Lovett,Undirected,27
Buckner,Blount,Undirected,11
Michel,Yanez,Undirected,47
Hurtado,Hinojosa,Undirected,11
Vogt,Kang,Undirected,101
Brantley,Ervin,Undirected,6
Vernon,Varner,Undirected,11
Quiroz,Tripp,Undirected,7
Kraft,Hackett,Undirected,6
Cagle,Amos,Undirected,18
Kidd,Bolden,Undirected,22
Aldridge,Spangler,Undirected,17
Geiger,Kinney,Undirected,27
Muniz,Guidry,Undirected,15
Rutherford,Dale,Undirected,8
Jacobsen,Bauer,Undirected,10
Hadley,Teague,Undirected,44
Proctor,Nicholas,Undirected,7
Justice,Ratliff,Undirected,26
Locke,Muniz,Undirected,50
Spicer,Clifford,Undirected,88
Dotson,Stanford,Undirected,6
Rouse,Stapleton,Undirected,6
Bolden,Bloom,Undirected,8
Cortez,Gates,Undirected,24
Trejo,Andersen,Undirected,10
Norton,Toney,Undirected,51
Elmore,Buckner,Undirected,19
Cherry,Buckner,Undirected,19
Sizemore,Benoit,Undirected,10
Bui,Miner,Undirected,45
Cowan,Corley,Undirected,53
Mccain,Paz,Undirected,7
Buckner,Camp,Undirected,13
Flanagan,Starks,Undirected,7
Alonso,Block,Undirected,24
Christie,Barnard,Undirected,7
Uribe,Ferris,Undirected,8
Voss,Shearer,Undirected,11
Thomason,Yarbrough,Undirected,18
Lott,Metzger,Undirected,16
Rico,Ricks,Undirected,23
Hinojosa,Epps,Undirected,20
Costello,Muniz,Undirected,17
Mata,Uribe,Undirected,16
Gaston,Hurd,Undirected,36
Britton,Foreman,Undirected,57
Elder,Hinojosa,Undirected,25
Akers,Camp,Undirected,219
Juarez,Goodwin,Undirected,7
Franks,Crum,Undirected,10
Galindo,Steiner,Undirected,12
Crabtree,Camp,Undirected,46
Bateman,Sweet,Undirected,15
Byers,Bassett,Undirected,40
Bustamante,Snider,Undirected,57
Burks,Goldman,Undirected,6
Dejesus,Han,Undirected,35
Sheehan,Swift,Undirected,69
Hoskins,Bustamante,Undirected,33
Spicer,Langston,Undirected,135
Hinton,Mcleod,Undirected,53
Dick,Dewitt,Undirected,51
Eubanks,Mayo,Undirected,15
Dunham,Osborn,Undirected,27
Burt,Ocampo,Undirected,32
Pritchard,Cramer,Undirected,30
Dobbs,Beach,Undirected,184
Ocampo,Lackey,Undirected,36
Britt,Stahl,Undirected,15
Kilgore,Hager,Undirected,19
Becerra,Deal,Undirected,25
Peacock,Levine,Undirected,10
Gagnon,Bowling,Undirected,5
Bledsoe,Burger,Undirected,6
Starks,Gallo,Undirected,6
Cano,Barnhart,Undirected,8
Engel,Tang,Undirected,47
Benavides,Brennan,Undirected,19
Osorio,Wolff,Undirected,10
Connolly,Bowles,Undirected,7
Hatcher,Blount,Undirected,13
Mercer,Wills,Undirected,11
Cano,Aldridge,Undirected,66
Smallwood,Tipton,Undirected,11
Belcher,Baca,Undirected,41
Mccain,Vogt,Undirected,64
Dale,Billings,Undirected,27
Lujan,Haines,Undirected,20
Levine,Cano,Undirected,6
Hutton,Bloom,Undirected,9
Holliday,Hager,Undirected,25
Sumner,Frey,Undirected,21
Talley,Holman,Undirected,17
Hoang,Mccann,Undirected,5
Pack,Bolton,Undirected,32
Kinney,Heller,Undirected,23
Burger,Fraser,Undirected,27
Dick,Galindo,Undirected,41
Steiner,Ricks,Undirected,34
Westbrook,Buckner,Undirected,11
Lindsay,Beach,Undirected,48
Archer,Godwin,Undirected,7
Baez,Toney,Undirected,7
Juarez,Carver,Undirected,49
Abraham,Lay,Undirected,45
Bacon,Rizzo,Undirected,34
Gomes,Grace,Undirected,30
Amaya,Lugo,Undirected,10
Battle,Roper,Undirected,14
Godfrey,Sheffield,Undirected,93
Sykes,Marino,Undirected,201
Mcneil,Farris,Undirected,73
Jarrett,Spence,Undirected,76
Grossman,Beaver,Undirected,34
Heard,Clifton,Undirected,85
Gallardo,Gunn,Undirected,5
Weir,Cote,Undirected,88
Uribe,Caruso,Undirected,45
Baird,Grimm,Undirected,27
Sheffield,Amos,Undirected,138
Sands,Barrios,Undirected,37
Gamble,Snider,Undirected,11
Dotson,Laird,Undirected,102
Bingham,Simons,Undirected,30
Hand,Teague,Undirected,9
Carlisle,Hong,Undirected,17
Ledford,Bryson,Undirected,10
Felix,Burger,Undirected,62
Bingham,Farris,Undirected,7
Godwin,Holman,Undirected,21
Vickers,Osborn,Undirected,12
Merrill,Silver,Undirected,6
Coulter,Gary,Undirected,39
Nava,Tripp,Undirected,8
Mckenna,Kaur,Undirected,8
Herron,Baez,Undirected,18
Connor,Bruno,Undirected,32
Osorio,Stahl,Undirected,6
Finch,Tomlinson,Undirected,23
Bergman,Renteria,Undirected,33
Proctor,Mcgrath,Undirected,7
Doss,Metzger,Undirected,17
Stacy,Hand,Undirected,85
Hatcher,Carrasco,Undirected,7
Sweet,Stubbs,Undirected,76
Cooke,Whitfield,Undirected,19
Langley,Mccauley,Undirected,14
Reece,Gary,Undirected,7
Flanagan,Caballero,Undirected,5
Thorpe,Booker,Undirected,17
Yarbrough,Benoit,Undirected,17
Whitley,Hendrix,Undirected,43
Dickens,Toney,Undirected,11
Posey,Yanez,Undirected,112
Mccray,Burrell,Undirected,26
Mansfield,Painter,Undirected,26
Sands,Downs,Undirected,27
Hopper,Andersen,Undirected,51
Poe,Woody,Undirected,14
Hopper,Palacios,Undirected,53
Newsome,Cates,Undirected,33
Caballero,Rouse,Undirected,26
Kowalski,Meeks,Undirected,41
Vang,Phan,Undirected,23
Manley,Gary,Undirected,36
Stapleton,Uribe,Undirected,20
Grace,Costello,Undirected,24
Renteria,Camp,Undirected,8
Elder,Mccauley,Undirected,28
Mcgraw,Dunbar,Undirected,17
Laird,Simms,Undirected,40
Barlow,Carney,Undirected,94
Bateman,Finn,Undirected,19
Winston,Locklear,Undirected,6
Stanford,Gagnon,Undirected,6
Hager,Wolff,Undirected,6
Sheridan,Steiner,Undirected,26
Kruse,Baca,Undirected,67
Sutherland,Hargrove,Undirected,33
Reece,Bowling,Undirected,6
Daly,Paredes,Undirected,20
Langston,Darby,Undirected,32
Alonso,Elder,Undirected,13
Rosen,Mcneill,Undirected,23
Lancaster,Helms,Undirected,10
Rhoades,Carmona,Undirected,5
Lay,Albright,Undirected,19
Donnelly,Rock,Undirected,37
Jorgensen,Webber,Undirected,27
Gunter,Roth,Undirected,13
Kern,Guevara,Undirected,12
Hannah,Vogt,Undirected,5
Benitez,Crews,Undirected,15
Engel,Kenney,Undirected,22
Koehler,Devine,Undirected,48
Swift,Kauffman,Undirected,51
Wilhelm,Spicer,Undirected,7
Dye,Carranza,Undirected,16
Rubin,Rodriquez,Undirected,26
Gibbons,Hamm,Undirected,28
Edmonds,Holder,Undirected,57
Levin,Vogt,Undirected,17
Ramey,Otto,Undirected,10
Spivey,Ricks,Undirected,7
Levine,Cummins,Undirected,15
Richard,Sizemore,Undirected,5
Maloney,Hatcher,Undirected,12
Schmitz,Gamble,Undirected,13
Cramer,Cummins,Undirected,20
Kinney,Newell,Undirected,20
Riggs,Shapiro,Undirected,70
Daley,Napier,Undirected,14
Dickinson,Woodruff,Undirected,7
Bauman,Gallardo,Undirected,20
Oleary,Yost,Undirected,13
Tobin,Singer,Undirected,21
Lovell,Crenshaw,Undirected,15
Hastings,Goss,Undirected,5
Hinojosa,Sheldon,Undirected,23
Connors,Pollock,Undirected,7
Truong,Hurd,Undirected,6
Leslie,Aldridge,Undirected,6
Cash,Cordero,Undirected,125
Newsome,Farris,Undirected,20
Carrasco,Portillo,Undirected,9
Tracy,Snider,Undirected,29
Dahl,Gagnon,Undirected,21
Leal,Carlisle,Undirected,14
Voss,Downing,Undirected,103
Arredondo,Ma,Undirected,15
Machado,Dill,Undirected,38
Lay,Pike,Undirected,9
Toth,Meade,Undirected,27
Romano,Quezada,Undirected,41
Hutton,Laird,Undirected,7
Lott,Rico,Undirected,39
Jewell,Wilder,Undirected,26
Whitley,Donaldson,Undirected,8
Booker,Rhoades,Undirected,10
Carlton,Espinosa,Undirected,9
Ash,Varela,Undirected,11
Mccray,Whitman,Undirected,7
Hoskins,Elder,Undirected,113
Winn,Neely,Undirected,60
Franks,Hadley,Undirected,17
Gallo,Spangler,Undirected,27
Tipton,Baird,Undirected,15
Robison,Roe,Undirected,52
Guidry,Saldana,Undirected,10
Varela,Thorne,Undirected,12
Guillen,Benoit,Undirected,13
Brand,Guy,Undirected,6
Biggs,Spangler,Undirected,6
Patel,Washburn,Undirected,12
Smart,Acosta,Undirected,10
Butts,Branch,Undirected,7
Tyson,Madden,Undirected,17
Butts,Wilhelm,Undirected,15
Sinclair,Branch,Undirected,7
Kidd,Simons,Undirected,32
Gates,Maddox,Undirected,28
Burt,Blount,Undirected,20
Kidd,Alonso,Undirected,21
Stratton,Mcneil,Undirected,20
Dobbs,Sheffield,Undirected,11
Geiger,Hamm,Undirected,7
Bunch,Hadley,Undirected,182
Hanley,Hadley,Undirected,60
Adair,Leslie,Undirected,14
Lowry,Donaldson,Undirected,14
Booker,Schumacher,Undirected,45
Starks,Prater,Undirected,59
Bowling,Reece,Undirected,15
Quiroz,Cramer,Undirected,36
Haines,Esquivel,Undirected,532
North,Hollis,Undirected,38
Cortez,Head,Undirected,12
Riddle,Kirkpatrick,Undirected,124
Epps,Franks,Undirected,135
Burrell,Do,Undirected,14
Langston,Stapleton,Undirected,19
Dotson,Sheldon,Undirected,48
Mcclendon,Mercer,Undirected,96
Hanley,Quiroz,Undirected,10
Oleary,Avalos,Undirected,32
Ash,Levine,Undirected,34
Prater,Nava,Undirected,8
Yost,Helton,Undirected,22
Petty,Mckinley,Undirected,9
Villegas,Langley,Undirected,9
Ly,Delarosa,Undirected,40
Spicer,Mackey,Undirected,24
Ferris,Herndon,Undirected,30
Siegel,Thomason,Undirected,12
Bolton,Grimm,Undirected,24
Gunn,Mccabe,Undirected,13
Mchugh,Oleary,Undirected,194
Swift,Machado,Undirected,29
Hanley,Bragg,Undirected,7
Nicholas,Kruse,Undirected,33
Sutherland,Odom,Undirected,9
Kirkpatrick,Vogel,Undirected,6
Ring,Stapleton,Undirected,5
Huggins,Aguilera,Undirected,47
Beach,Roe,Undirected,112
Kilgore,Epps,Undirected,31
Mccray,Godfrey,Undirected,7
Haines,Grace,Undirected,18
Prater,Knowles,Undirected,11
Maloney,Gunter,Undirected,7
Odom,Rouse,Undirected,19
Camp,Roper,Undirected,15
Felix,Ramey,Undirected,7
Brandon,Dailey,Undirected,29
Piper,Machado,Undirected,32
Burks,Funk,Undirected,7
Mccabe,Shea,Undirected,32
Camp,Bauer,Undirected,17
Gomes,Hadley,Undirected,8
Colon,Roper,Undirected,12
Hanley,Melvin,Undirected,6
Bowles,Whitley,Undirected,5
Levine,Camp,Undirected,17
Meeks,Bateman,Undirected,25
Raines,Finn,Undirected,18
Dill,Vogel,Undirected,51
Goss,Prater,Undirected,36
Riggs,Posey,Undirected,12
Hatcher,Langston,Undirected,29
Putnam,Timmons,Undirected,29
Raines,Groves,Undirected,70
Varela,Herndon,Undirected,24
Crouch,Crum,Undirected,8
Cherry,Hoskins,Undirected,17
Goff,Felix,Undirected,18
Farris,Holbrook,Undirected,5
Delaney,Hoyt,Undirected,16
Sheldon,Winston,Undirected,107
Sizemore,Roche,Undirected,6
Snider,Carlisle,Undirected,10
Osorio,Tan,Undirected,35
Kraus,Stanford,Undirected,13
Tan,Merrill,Undirected,69
Yanez,Aldridge,Undirected,83
Amos,Hoskins,Undirected,25
Amaya,Romo,Undirected,5
Arredondo,Vang,Undirected,23
Connor,Pierre,Undirected,18
Rosado,Self,Undirected,25
Muniz,Starks,Undirected,7
Pack,Dahl,Undirected,11
Hagen,Hightower,Undirected,6
Paredes,Hollis,Undirected,7
Do,Gallardo,Undirected,9
Delaney,Paige,Undirected,24
Uribe,Franks,Undirected,15
Whitfield,Gallo,Undirected,82
Laird,Daly,Undirected,35
Franks,Cano,Undirected,18
Wilhelm,Coyle,Undirected,8
Cates,Whitfield,Undirected,77
Lujan,Aldridge,Undirected,21
Goldstein,Britton,Undirected,9
Harden,Mayes,Undirected,11
Whitley,Mccray,Undirected,16
Tan,Coates,Undirected,7
Woodruff,Talley,Undirected,5
Ma,Peralta,Undirected,43
Samuels,Yeager,Undirected,20
Skaggs,Mccain,Undirected,38
Sands,Mchugh,Undirected,24
Ricks,Fitch,Undirected,52
North,Adair,Undirected,71
Coyle,Varela,Undirected,9
Serna,Sears,Undirected,18
Hager,Delong,Undirected,21
Gold,Barlow,Undirected,7
Kowalski,Hanley,Undirected,27
Villegas,Regan,Undirected,32
Childress,Waite,Undirected,16
Stover,Zepeda,Undirected,14
Phipps,Abraham,Undirected,38
Franks,Pritchard,Undirected,36
Tracy,Flanagan,Undirected,16
Jarvis,Machado,Undirected,168
Pina,Benavides,Undirected,42
Odom,Truong,Undirected,56
Coffman,Corley,Undirected,32
Galindo,Foreman,Undirected,18
Lovett,Muller,Undirected,20
Marcus,Friend,Undirected,51
Wilhelm,Whitfield,Undirected,5
Robison,Kenney,Undirected,6
Landis,Grady,Undirected,42
Biggs,Prater,Undirected,9
Hamm,Serna,Undirected,33
Cahill,Tillman,Undirected,21
Crum,Winston,Undirected,8
Lucero,Abraham,Undirected,5
Whitley,Cordova,Undirected,6
Ocampo,Pack,Undirected,19
Dobbs,Timmons,Undirected,6
Bragg,Hanley,Undirected,8
Feldman,Head,Undirected,13
Lockwood,Page,Undirected,6
Tracy,Whitfield,Undirected,29
Dickinson,Phan,Undirected,50
Cornelius,Montes,Undirected,32
Hargrove,Daly,Undirected,52
Heard,Sheehan,Undirected,81
Bateman,Carrasco,Undirected,15
Mccollum,Stiles,Undirected,49
Prater,Hopper,Undirected,7
Gomes,Denny,Undirected,17
Story,Cherry,Undirected,20
Grimm,Wooten,Undirected,46
Stubbs,Polk,Undirected,33
Pritchett,Hanley,Undirected,13
Mckenna,Bird,Undirected,26
Farris,Gallo,Undirected,21
Serna,Neff,Undirected,37
Vigil,Slater,Undirected,12
Paredes,Dahl,Undirected,9
Buckner,Gaston,Undirected,13
Voss,Person,Undirected,5
Holman,Donaldson,Undirected,30
Ocampo,Latham,Undirected,39
Deal,Archer,Undirected,13
Ocampo,Shirley,Undirected,19
Levine,Ricks,Undirected,23
Camp,Downing,Undirected,6
Hurd,Stanford,Undirected,6
Yost,Downs,Undirected,6
Huerta,Trotter,Undirected,37
Maloney,Westbrook,Undirected,10
Healy,Pritchett,Undirected,50
Esquivel,Beyer,Undirected,6
Crenshaw,Sutherland,Undirected,13
Starks,Epps,Undirected,166
Stratton,Bloom,Undirected,35
Mcelroy,Rosa,Undirected,10
Denton,Sheehan,Undirected,12
Dobbs,Hatch,Undirected,26
Angel,Ma,Undirected,79
Yanez,Hoskins,Undirected,6
Elder,Dickens,Undirected,21
Portillo,Person,Undirected,5
Nicholas,Woody,Undirected,13
Stapleton,Raines,Undirected,14
Gunn,Hickey,Undirected,6
Fitch,Guy,Undirected,6
Cooke,Foreman,Undirected,25
Cornell,Benoit,Undirected,22
Pagan,Burrell,Undirected,7
Albright,Donnelly,Undirected,5
Thacker,Cornell,Undirected,34
Thomason,Benavides,Undirected,11
Donaldson,Holman,Undirected,16
Manuel,Reece,Undirected,16
Gilliam,Vinson,Undirected,6
Louis,Albright,Undirected,46
Cano,Guidry,Undirected,19
Shirley,Hager,Undirected,9
Stanford,Steiner,Undirected,33
Sumner,Heller,Undirected,89
Dickson,Toney,Undirected,22
Meeks,Tan,Undirected,48
Urban,Kuhn,Undirected,6
Coffman,Beach,Undirected,32
Givens,Trotter,Undirected,68
Sterling,Judd,Undirected,58
Brand,Sheridan,Undirected,5
Rosas,Boyce,Undirected,12
Steward,Buckner,Undirected,12
Hager,Purcell,Undirected,9
Angel,Stiles,Undirected,19
Swift,Hurtado,Undirected,26
Epps,Mcclellan,Undirected,33
Stapleton,Gallo,Undirected,23
Hargrove,Gary,Undirected,5
Coulter,Person,Undirected,8
Branch,Coulter,Undirected,10
Dewitt,Elder,Undirected,18
Bunch,Paige,Undirected,24
Kimball,Joyce,Undirected,47
Sizemore,Fish,Undirected,15
Chaney,Payton,Undirected,14
Conklin,Bragg,Undirected,8
Herndon,Latham,Undirected,18
Spivey,Thurman,Undirected,56
Grace,Mcneil,Undirected,7
Kraus,Laird,Undirected,19
Bolden,Peacock,Undirected,27
Vogel,Proctor,Undirected,7
Corbin,Springer,Undirected,6
Devine,Muniz,Undirected,118
Riggs,Bray,Undirected,81
Hannah,Shea,Undirected,43
Sherwood,Stroud,Undirected,10
Hadley,Franks,Undirected,8
Sutherland,Crum,Undirected,93
Harden,Dunham,Undirected,51
Whaley,Downing,Undirected,35
Ocampo,Stapleton,Undirected,18
Gabriel,Schulz,Undirected,32
Flanagan,Roth,Undirected,37
Penn,Beal,Undirected,15
Quiroz,Muniz,Undirected,14
Norton,Colbert,Undirected,22
Childress,Hargrove,Undirected,122
Dickens,Franks,Undirected,13
Emery,Lutz,Undirected,37
Mobley,Puckett,Undirected,8
Cahill,Burger,Undirected,18
Uribe,Wooten,Undirected,62
Mansfield,Montalvo,Undirected,5
Mackey,Knowles,Undirected,34
Kurtz,Sheffield,Undirected,60
Cramer,Kowalski,Undirected,35
Grimm,Saldana,Undirected,13
Burks,Barrios,Undirected,7
Tillman,Amaya,Undirected,11
Tipton,Dick,Undirected,6
Quintana,Rollins,Undirected,10
Wilhelm,Hoskins,Undirected,9
Rizzo,Winkler,Undirected,82
Merrill,Truong,Undirected,22
Bauer,Anaya,Undirected,22
Leal,Dempsey,Undirected,7
Raines,Rosas,Undirected,12
Bernal,Jacob,Undirected,23
Raines,Block,Undirected,67
Meade,Shipley,Undirected,39
Laird,Finn,Undirected,33
Crabtree,John,Undirected,27
Byers,Dunbar,Undirected,20
Louis,Rock,Undirected,25
Crabtree,Adair,Undirected,50
Daugherty,Ludwig,Undirected,13
Mcgill,Urban,Undirected,40
Langston,Farris,Undirected,29
Mcgrath,Rutherford,Undirected,28
Quintana,Tobin,Undirected,12
Cheng,Boggs,Undirected,84
Kraus,Levine,Undirected,44
Workman,Coates,Undirected,17
Sands,Corley,Undirected,9
Delaney,Ernst,Undirected,15
Dukes,Cordova,Undirected,28
Dick,Cramer,Undirected,113
Dickerson,Brantley,Undirected,40
Dotson,Shirley,Undirected,24
Sheffield,Jorgensen,Undirected,23
Gallardo,Hinkle,Undirected,27
Kaplan,Tuttle,Undirected,107
Louis,Brandon,Undirected,8
Burrell,Belcher,Undirected,62
Hendrix,Driscoll,Undirected,49
Grace,Epps,Undirected,10
Richter,Schmitz,Undirected,102
Haines,Whalen,Undirected,15
Ocampo,Metz,Undirected,25
Steiner,Egan,Undirected,33
Dunbar,Bassett,Undirected,9
Peacock,Bloom,Undirected,26
Rollins,Mcelroy,Undirected,5
Goldstein,Crum,Undirected,27
Salgado,Mcqueen,Undirected,12
Adair,Hurtado,Undirected,30
Wolff,Bustamante,Undirected,18
Bolden,Knowles,Undirected,63
Kraus,Franks,Undirected,7
Triplett,Compton,Undirected,21
Jung,Toth,Undirected,30
Schaffer,Greenwood,Undirected,16
Law,Godfrey,Undirected,24
Novak,Heller,Undirected,33
Pritchard,Rosas,Undirected,22
Groves,Tovar,Undirected,6
Laird,Reece,Undirected,19
Gamble,Kilgore,Undirected,19
Kang,Alfaro,Undirected,10
Richard,Han,Undirected,11
Adair,Hatcher,Undirected,15
Rouse,Whalen,Undirected,7
Goodrich,Law,Undirected,54
Langston,Gomes,Undirected,19
Metz,Gallo,Undirected,21
Cortes,Jacobsen,Undirected,16
Gustafson,Tolbert,Undirected,27
Saenz,Quiroz,Undirected,22
Coulter,Hutton,Undirected,80
Smart,Forrest,Undirected,12
Petty,Silver,Undirected,26
Donaldson,Cortes,Undirected,20
Egan,Steiner,Undirected,13
Peralta,Kirkland,Undirected,19
Dale,Newell,Undirected,5
Hopper,Neely,Undirected,20
Story,Leslie,Undirected,14
Murdock,Beyer,Undirected,104
Gunter,Portillo,Undirected,46
Crum,Rico,Undirected,6
Darby,Gary,Undirected,10
Groves,Hadley,Undirected,21
Kidd,Leal,Undirected,23
Tan,Peoples,Undirected,10
Crouch,Adair,Undirected,16
Willard,Aldridge,Undirected,83
Manuel,Adair,Undirected,73
Mcgraw,Hyde,Undirected,56
Holder,Singer,Undirected,74
Rouse,Foreman,Undirected,10
Eddy,Fink,Undirected,18
Maurer,Odell,Undirected,61
Varela,Hollis,Undirected,7
Bragg,Mckinley,Undirected,53
Guthrie,Lange,Undirected,12
Jorgensen,Sumner,Undirected,5
Tipton,Spangler,Undirected,16
Doherty,Phan,Undirected,18
Crow,Amaya,Undirected,7
Caballero,Groves,Undirected,22
Samuels,Mccain,Undirected,5
Gallo,Clifford,Undirected,12
Waddell,Hedrick,Undirected,8
Sheldon,Mcclellan,Undirected,62
Tobin,Zimmer,Undirected,16
Richter,Richard,Undirected,17
Cates,Morin,Undirected,17
Mayfield,Bower,Undirected,20
Bower,Downs,Undirected,11
Sutherland,Laird,Undirected,9
Fontenot,Egan,Undirected,22
Saldana,Guy,Undirected,20
Meeks,Escobedo,Undirected,54
Grady,Dempsey,Undirected,8
Downing,Denny,Undirected,27
Bernal,Gipson,Undirected,6
Link,Schaffer,Undirected,18
Cordova,Donaldson,Undirected,47
Beach,Brandon,Undirected,7
Ricks,Holbrook,Undirected,21
Kang,Vogt,Undirected,13
Mcgraw,Samuels,Undirected,35
Esquivel,Pritchard,Undirected,8
Mcgowan,Belcher,Undirected,30
Donaldson,Dunbar,Undirected,21
Beach,Kirkpatrick,Undirected,82
Quiroz,Aguilera,Undirected,15
Shirley,Egan,Undirected,25
Kowalski,Truong,Undirected,69
Prater,Staley,Undirected,27
Ring,Fontenot,Undirected,11
Greenberg,Paz,Undirected,10
Padgett,Sizemore,Undirected,52
Hagan,Dempsey,Undirected,76
Anaya,Kurtz,Undirected,62
Person,Bloom,Undirected,25
Jarvis,Rodriquez,Undirected,6
Whitley,Webber,Undirected,10
Hurtado,Silver,Undirected,27
